MTD_org	=	1,	2337,	58,	37,	87,	0.42528735632183906
pv_pruning_null_move	=	2,	2317,	38,	17,	53,	0.32075471698113206
nonpv_qsearch_use_queen_material_margin	=	3,	2316,	36,	16,	60,	0.26666666666666666
LKG8	=	4,	2315,	38,	15,	65,	0.23076923076923078
nonpv_reduction_lmr2_4	=	5,	2314,	36,	14,	54,	0.25925925925925924
pv_reduction_lmr1_3	=	6,	2311,	36,	11,	51,	0.21568627450980393
nonpv_reduction_lmr1_3	=	7,	2310,	38,	10,	54,	0.18518518518518517
pv_qsearch_store_tpt_scores	=	8,	2308,	36,	8,	50,	0.16
nonpv_optimization_tpt_scores	=	9,	2308,	36,	8,	50,	0.16
pv_qsearch_pruning_mate_distance	=	10,	2306,	38,	6,	54,	0.1111111111111111
nonpv_qsearch_move_checks	=	11,	2306,	36,	6,	48,	0.125
pv_qsearch_move_checks	=	12,	2305,	40,	5,	57,	0.08771929824561403
pv_pruning_mate_distance	=	13,	2304,	36,	4,	54,	0.07407407407407407
pv_optimization_tpt_scores	=	14,	2304,	36,	4,	66,	0.06060606060606061
nonpv_reduction_too_good_scores	=	15,	2304,	36,	4,	50,	0.08
nonpv_reduction_lmr1_4	=	16,	2304,	36,	4,	50,	0.08
nonpv_reduction_lmr2_5	=	17,	2304,	36,	4,	62,	0.06451612903225806
pv_reduction_lmr1_4	=	18,	2302,	38,	2,	46,	0.043478260869565216
pv_reduction_lmr2_100	=	19,	2302,	36,	2,	50,	0.04
nonpv_pruning_null_move	=	20,	2302,	36,	2,	50,	0.04
LKG	=	21,	2301,	38,	1,	57,	0.017543859649122806
pv_reduction_lmr1_100	=	22,	2300,	40,	0,	80,	0.0
nonpv_qsearch_store_tpt_scores	=	23,	2300,	36,	0,	60,	0.0
nonpv_pruning_futility	=	24,	2299,	36,	-1,	43,	-0.023255813953488372
nonpv_reduction_lmr2_100	=	25,	2299,	36,	-1,	59,	-0.01694915254237288
nonpv_pruning_mate_distance	=	26,	2298,	40,	-2,	50,	-0.04
nonpv_reduction_lmr2_2	=	27,	2298,	38,	-2,	46,	-0.043478260869565216
nonpv_reduction_lmr2_3	=	28,	2298,	36,	-2,	48,	-0.041666666666666664
nonpv_qsearch_pruning_mate_distance	=	29,	2298,	36,	-2,	44,	-0.045454545454545456
pv_reduction_lmr2_5	=	30,	2297,	38,	-3,	59,	-0.05084745762711865
pv_reduction_lmr2_11	=	31,	2297,	36,	-3,	65,	-0.046153846153846156
nonpv_reduction_lmr1_100	=	32,	2297,	36,	-3,	63,	-0.047619047619047616
pv_qsearch_optimization_tpt_scores	=	33,	2296,	36,	-4,	50,	-0.08
pv_reduction_lmr2_3	=	34,	2294,	36,	-6,	54,	-0.1111111111111111
pv_reduction_lmr2_7	=	35,	2294,	36,	-6,	38,	-0.15789473684210525
nonpv_reduction_lmr1_2	=	36,	2294,	36,	-6,	56,	-0.10714285714285714
pv_reduction_lmr1_5	=	37,	2293,	36,	-7,	53,	-0.1320754716981132
nonpv_qsearch_optimization_tpt_scores	=	38,	2293,	36,	-7,	61,	-0.11475409836065574
nonpv_qsearch_use_see	=	39,	2293,	36,	-7,	55,	-0.12727272727272726
nonpv_reduction_lmr1_5	=	40,	2291,	36,	-9,	53,	-0.16981132075471697
pv_qsearch_use_see	=	41,	2282,	36,	-18,	48,	-0.375
pv_reduction_lmr1_2	=	42,	2278,	38,	-22,	58,	-0.3793103448275862
LKG7	=	43,	2272,	36,	-28,	74,	-0.3783783783783784
pv_qsearch_use_queen_material_margin	=	44,	2259,	36,	-41,	57,	-0.7192982456140351
