MTD_org	=	1,	2380,	72,	80,	126,	0.6349206349206349
LKG8	=	2,	2319,	72,	19,	105,	0.18095238095238095
pv_reduction_lmr2_6	=	3,	2315,	70,	15,	115,	0.13043478260869565
LKG9	=	4,	2313,	70,	13,	109,	0.11926605504587157
nonpv_reduction_lmr1_2	=	5,	2308,	68,	8,	98,	0.08163265306122448
LKG	=	6,	2305,	70,	5,	127,	0.03937007874015748
pv_reduction_lmr2_9	=	7,	2304,	70,	4,	102,	0.0392156862745098
nonpv_reduction_lmr1_3	=	8,	2303,	72,	3,	119,	0.025210084033613446
nonpv_reduction_lmr2_3	=	9,	2303,	72,	3,	107,	0.028037383177570093
nonpv_reduction_lmr2_6	=	10,	2301,	68,	1,	91,	0.01098901098901099
pv_reduction_lmr2_5	=	11,	2297,	68,	-3,	103,	-0.02912621359223301
nonpv_reduction_lmr2_5	=	12,	2296,	68,	-4,	100,	-0.04
pv_reduction_lmr2_7	=	13,	2295,	68,	-5,	105,	-0.047619047619047616
nonpv_reduction_lmr2_2	=	14,	2295,	70,	-5,	95,	-0.05263157894736842
LKG10	=	15,	2291,	70,	-9,	105,	-0.08571428571428572
pv_reduction_lmr2_8	=	16,	2289,	72,	-11,	123,	-0.08943089430894309
pv_reduction_lmr1_2	=	17,	2285,	68,	-15,	111,	-0.13513513513513514
pv_reduction_lmr1_5	=	18,	2285,	70,	-15,	101,	-0.1485148514851485
pv_reduction_lmr1_4	=	19,	2283,	68,	-17,	95,	-0.17894736842105263
LKG7	=	20,	2282,	72,	-18,	112,	-0.16071428571428573
pv_reduction_lmr2_3	=	21,	2282,	70,	-18,	100,	-0.18
pv_reduction_lmr2_2	=	22,	2279,	68,	-21,	119,	-0.17647058823529413
pv_reduction_lmr1_3	=	23,	2276,	68,	-24,	120,	-0.2
