MTD_org	=	1,	2369,	216,	69,	335,	0.20597014925373133
pv_qsearch_pruning_mate_distance	=	2,	2336,	164,	36,	256,	0.140625
nonpv_qsearch_optimization_tpt_scores	=	3,	2336,	148,	36,	244,	0.14754098360655737
nonpv_optimization_tpt_scores	=	4,	2331,	146,	31,	231,	0.1341991341991342
LKG	=	5,	2330,	146,	30,	218,	0.13761467889908258
nonpv_reduction_lmr1_2	=	6,	2328,	146,	28,	240,	0.11666666666666667
LKG4	=	7,	2326,	146,	26,	210,	0.12380952380952381
pv_qsearch_store_tpt_scores	=	8,	2321,	148,	21,	265,	0.07924528301886792
nonpv_qsearch_use_queen_material_margin	=	9,	2318,	148,	18,	238,	0.07563025210084033
LKG3	=	10,	2316,	144,	16,	254,	0.06299212598425197
nonpv_reduction_lmr1_5	=	11,	2316,	146,	16,	250,	0.064
pv_qsearch_optimization_tpt_scores	=	12,	2315,	144,	15,	251,	0.05976095617529881
nonpv_qsearch_use_see	=	13,	2315,	146,	15,	245,	0.061224489795918366
pv_reduction_lmr1_4	=	14,	2312,	144,	12,	254,	0.047244094488188976
nonpv_qsearch_move_checks	=	15,	2307,	146,	7,	253,	0.02766798418972332
nonpv_qsearch_store_tpt_scores	=	16,	2307,	144,	7,	221,	0.03167420814479638
nonpv_reduction_lmr1_1	=	17,	2305,	144,	5,	245,	0.02040816326530612
pv_reduction_lmr1_6	=	18,	2304,	146,	4,	254,	0.015748031496062992
pv_qsearch_use_queen_material_margin	=	19,	2303,	144,	3,	209,	0.014354066985645933
nonpv_reduction_lmr1_7	=	20,	2302,	146,	2,	204,	0.00980392156862745
pv_pruning_mate_distance_true	=	21,	2299,	146,	-1,	235,	-0.00425531914893617
nonpv_reduction_lmr1_3	=	22,	2298,	148,	-2,	246,	-0.008130081300813009
pv_reduction_lmr1_5	=	23,	2291,	144,	-9,	245,	-0.036734693877551024
nonpv_pruning_mate_distance_true	=	24,	2289,	148,	-11,	209,	-0.05263157894736842
nonpv_pruning_null_move_true	=	25,	2288,	144,	-12,	250,	-0.048
pv_optimization_tpt_scores	=	26,	2286,	146,	-14,	260,	-0.05384615384615385
pv_reduction_lmr1_3	=	27,	2284,	146,	-16,	250,	-0.064
nonpv_qsearch_pruning_mate_distance	=	28,	2283,	146,	-17,	249,	-0.06827309236947791
pv_qsearch_use_see	=	29,	2282,	146,	-18,	246,	-0.07317073170731707
pv_qsearch_move_checks	=	30,	2282,	150,	-18,	260,	-0.06923076923076923
pv_reduction_lmr1_1	=	31,	2280,	144,	-20,	250,	-0.08
LKG2	=	32,	2273,	148,	-27,	257,	-0.10505836575875487
pv_reduction_lmr1_7	=	33,	2273,	146,	-27,	249,	-0.10843373493975904
nonpv_reduction_too_good_scores	=	34,	2273,	144,	-27,	231,	-0.11688311688311688
nonpv_reduction_lmr1_4	=	35,	2273,	146,	-27,	199,	-0.135678391959799
pv_pruning_null_move_true	=	36,	2264,	144,	-36,	220,	-0.16363636363636364
LKG1	=	37,	2244,	144,	-56,	234,	-0.23931623931623933
LKG0	=	38,	2241,	146,	-59,	213,	-0.27699530516431925
