MTD_org	=	1,	2397,	88,	97,	169,	0.5739644970414202
nonpv_reduction_lmr1_1	=	2,	2344,	60,	44,	110,	0.4
nonpv_optimization_tpt_scores	=	3,	2341,	70,	41,	97,	0.422680412371134
nonpv_reduction_lmr1_3	=	4,	2326,	54,	26,	98,	0.2653061224489796
nonpv_reduction_too_good_scores	=	5,	2322,	54,	22,	102,	0.21568627450980393
nonpv_reduction_lmr1_4	=	6,	2317,	54,	17,	71,	0.23943661971830985
pv_reduction_lmr1_5	=	7,	2312,	56,	12,	94,	0.1276595744680851
pv_reduction_lmr1_3	=	8,	2308,	54,	8,	74,	0.10810810810810811
pv_reduction_lmr1_4	=	9,	2308,	54,	8,	90,	0.08888888888888889
nonpv_pruning_null_move_true	=	10,	2308,	54,	8,	94,	0.0851063829787234
nonpv_qsearch_use_queen_material_margin	=	11,	2305,	54,	5,	77,	0.06493506493506493
pv_reduction_lmr1_6	=	12,	2304,	54,	4,	66,	0.06060606060606061
pv_reduction_lmr1_7	=	13,	2303,	54,	3,	91,	0.03296703296703297
pv_qsearch_optimization_tpt_scores	=	14,	2303,	54,	3,	75,	0.04
nonpv_reduction_lmr1_6	=	15,	2303,	54,	3,	91,	0.03296703296703297
pv_qsearch_use_queen_material_margin	=	16,	2302,	54,	2,	100,	0.02
nonpv_reduction_lmr1_2	=	17,	2302,	54,	2,	102,	0.0196078431372549
nonpv_reduction_lmr1_5	=	18,	2301,	54,	1,	81,	0.012345679012345678
nonpv_qsearch_use_see	=	19,	2300,	54,	0,	104,	0.0
pv_qsearch_pruning_mate_distance	=	20,	2294,	56,	-6,	92,	-0.06521739130434782
pv_qsearch_store_tpt_scores	=	21,	2294,	54,	-6,	76,	-0.07894736842105263
pv_optimization_tpt_scores	=	22,	2291,	54,	-9,	81,	-0.1111111111111111
LKG	=	23,	2289,	56,	-11,	85,	-0.12941176470588237
pv_pruning_mate_distance_true	=	24,	2288,	56,	-12,	98,	-0.12244897959183673
nonpv_qsearch_move_checks	=	25,	2287,	54,	-13,	85,	-0.15294117647058825
pv_reduction_lmr1_1	=	26,	2286,	56,	-14,	88,	-0.1590909090909091
nonpv_qsearch_optimization_tpt_scores	=	27,	2285,	54,	-15,	97,	-0.15463917525773196
nonpv_pruning_mate_distance_true	=	28,	2281,	54,	-19,	83,	-0.2289156626506024
nonpv_reduction_lmr1_7	=	29,	2281,	56,	-19,	95,	-0.2
nonpv_qsearch_pruning_mate_distance	=	30,	2280,	58,	-20,	90,	-0.2222222222222222
nonpv_qsearch_store_tpt_scores	=	31,	2278,	54,	-22,	84,	-0.2619047619047619
pv_qsearch_use_see	=	32,	2277,	54,	-23,	93,	-0.24731182795698925
pv_pruning_null_move_true	=	33,	2268,	52,	-32,	96,	-0.3333333333333333
pv_qsearch_move_checks	=	34,	2265,	54,	-35,	83,	-0.42168674698795183
LKG0	=	35,	2250,	54,	-50,	108,	-0.46296296296296297
